name,type,region,lat,lng,address,tel,email,web,contact1_name,contact1_role,contact1_email
Bradnall,distributor,OTHER — United Kingdom,53.54235,-2.11213,"Church lane, United Kingdom",441000000000,,,,Contact,
Skelmersdale Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,53.54265,-2.79222,"East Gillibrands, United Kingdom",442000000000,,,,Contact,
Rexel - Oldham,distributor,ELECTRICAL — United Kingdom,53.54494,-2.14041,"Chadderton, United Kingdom",,,,,Josh Wade,
Green Electrical & Plumbing Supplies Ltd,distributor,ELECTRICAL — United Kingdom,53.55263,-1.47973,"Barnsley, United Kingdom",441000000000,lee@green.supplies,,Lee Green,Josh Wade,
SR Electrical Wholesalers Limited Grimsby,distributor,ELECTRICAL — United Kingdom,53.56747,-0.08078,"Grimsby, United Kingdom",441000000000,steve.mannion@srelectrical.co.uk,,Steve Mannion,Josh Wade,
Air Movement Distribution Ltd,distributor,OTHER — United Kingdom,53.56957,-1.53182,"Barugh Green, United Kingdom",441000000000,,,,Contact,
Clark Electrical,distributor,ELECTRICAL — United Kingdom,53.57221,-1.18922,"Adwick le Street, United Kingdom",441000000000,,,,Contact,
042 Edmundson Electrical Grimsby,distributor,ELECTRICAL — Grimsby — United Kingdom,53.57529,-0.09763,"Birchin Way, Grantham, DN31 2SQ, United Kingdom",01472 357553,rick.smith@eel.co.uk,,RICK SMITH,Liam Cook,L.Cook@zip-clip.com
AV UNIBRAK,distributor,OTHER — United Kingdom,53.57686,-2.42822,"Bolton, United Kingdom",447000000000,montell@av-unibrak.co.uk,,,Josh Wade,
Chorley Branch,distributor,OTHER — United Kingdom,53.57686,-2.42822,"Bolton, United Kingdom",,,,,Josh Wade,
Condensation Cured,distributor,OTHER — United Kingdom,53.57686,-2.42822,"Bolton, United Kingdom",448000000000,,,,Josh Wade,
Eyre & Elliston Ltd - Bolton,distributor,FIXINGS — United Kingdom,53.57686,-2.42822,"Bolton, United Kingdom",441000000000,,,,Josh Wade,
Extraction Solutions,distributor,OTHER — United Kingdom,53.58405,-1.70888,"Shepley, United Kingdom",442000000000,,,,Contact,
Fairclough & Wood Ltd,distributor,OTHER — United Kingdom,53.58453,-1.18485,"Carcroft, United Kingdom",441000000000,,,,Contact,
BURNAND X H LTD,distributor,OTHER — United Kingdom,53.58865,-0.65441,"SCUNTHORPE, United Kingdom",442000000000,,,,Josh Wade,
Rexel - Scunthorpe,distributor,ELECTRICAL — United Kingdom,53.58865,-0.65441,"Scunthorpe, United Kingdom",,,,,Josh Wade,
Exyte Ductwork Ltd,distributor,HVAC — United Kingdom,53.59335,-2.29661,"Bury, United Kingdom",442000000000,,,,Josh Wade,
048 Edmundson Electrical Scunthorpe,distributor,ELECTRICAL — Scunthorpe — United Kingdom,53.60453,-0.64906,"Units 1&2 Parkway Business Park, West Bromwich, DN15 8XF, United Kingdom",01724 747500,ian.kitchen@eel.co.uk,,IAN KITCHEN,Liam Cook,L.Cook@zip-clip.com
Expert Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,53.60971,-2.1561,"Rochdale, United Kingdom",442000000000,,,,Josh Wade,
G.A. Electrical Distributors Rochdale - 496,distributor,ELECTRICAL — United Kingdom,53.60971,-2.1561,"Rochdale, United Kingdom",442000000000,,,,Josh Wade,
Rexel - Rochdale,distributor,ELECTRICAL — United Kingdom,53.60971,-2.1561,"Rochdale, United Kingdom",,,,,Josh Wade,
RMO Ltd (Rochdale),distributor,OTHER — United Kingdom,53.60971,-2.1561,"Rochdale, United Kingdom",442000000000,,,,Josh Wade,
Electrical Wholesale (Huddersfield) Ltd,distributor,ELECTRICAL — United Kingdom,53.64579,-1.78503,"Huddersfield, United Kingdom",441000000000,,,,Josh Wade,
Huddersfield Electrical Merchants Ltd,distributor,ELECTRICAL — United Kingdom,53.64579,-1.78503,"Huddersfield, United Kingdom",441000000000,,,,Josh Wade,
A C Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,53.65351,-2.6326,"Chorley, United Kingdom",441000000000,andy@acelectricalsupplies.co.uk,,Andy Croasdale,Josh Wade,
Chorley Electrical Traders Limited Chorley,distributor,ELECTRICAL — United Kingdom,53.65351,-2.6326,"Chorley, United Kingdom",441000000000,,,,Josh Wade,
Principle Signs & Graphics,distributor,OTHER — United Kingdom,53.65638,-2.62385,"Stump Lane, United Kingdom",441000000000,,,,Contact,
Complete Ventilation Suppliers (Yorkshire) Ltd,distributor,HVAC — United Kingdom,53.68109,-1.57888,"Ossett, United Kingdom",442000000000,sales@completeventilationsuppliers.co.uk,,Nicola Hardaker,Josh Wade,
Muffle Ltd,distributor,OTHER — United Kingdom,53.68482,-1.50386,"Wakefield, United Kingdom",,,,,Josh Wade,
BAPP Industrial Supplies (Brighouse) Ltd,distributor,OTHER — United Kingdom,53.69973,-1.7825,"Brighouse, United Kingdom",441000000000,,,,Contact,
IDES,distributor,OTHER — United Kingdom,53.70083,-2.3261,"Haslingden, United Kingdom",,,,,Contact,
Super-Wide Digital,distributor,OTHER — United Kingdom,53.70347,-2.20077,"Bacup, United Kingdom",442000000000,,,,Contact,
NB Electrical Limited,distributor,ELECTRICAL — United Kingdom,53.71703,-1.63508,"Batley, United Kingdom",442000000000,dan@lectri-call.co.uk,,,Josh Wade,
BEW Electrical Distributors Ltd - Leicester,distributor,ELECTRICAL — United Kingdom,53.73499,-1.66308,"Birstall, United Kingdom",,,,,Josh Wade,
Palmer Liggins EW Ltd,distributor,OTHER — United Kingdom,53.74858,-2.48753,"Blackburn, United Kingdom",441000000000,blackburn@palmerliggins.co.uk,,Paul Thompson,Josh Wade,
Linx Mechanical Services Ltd,distributor,OTHER — United Kingdom,53.75393,-0.60425,"Ellerker, United Kingdom",441000000000,,,,Contact,
Best Electrical Ltd,distributor,ELECTRICAL — United Kingdom,53.75916,-2.70465,"Preston, United Kingdom",442000000000,dan@lectri-call.co.uk,,,Josh Wade,
Go Electrical - Preston,distributor,ELECTRICAL — United Kingdom,53.75916,-2.70465,"Preston, United Kingdom",442000000000,,,,Josh Wade,
Grundy Electrical Ltd,distributor,ELECTRICAL — United Kingdom,53.75916,-2.70465,"Preston, United Kingdom",442000000000,dan@lectri-call.co.uk,,,Josh Wade,
Holland House Electrical Company Ltd,distributor,ELECTRICAL — United Kingdom,53.75916,-2.70465,"Preston, United Kingdom",442000000000,,,,Josh Wade,
Readyfix Ltd,distributor,OTHER — United Kingdom,53.75916,-2.70465,"Preston, United Kingdom",442000000000,,,,Josh Wade,
Taylek Ltd,distributor,OTHER — United Kingdom,53.75916,-2.70465,"Preston, United Kingdom",442000000000,,,,Josh Wade,
Wilkins Building Materials,distributor,OTHER — United Kingdom,53.75916,-2.70465,"Preston, United Kingdom",443000000000,markw@buildingmaterials.co.uk,,Mark Winter,Josh Wade,
K.N.S. Electrical Ltd,distributor,ELECTRICAL — United Kingdom,53.76749,-0.3273,"Hull, United Kingdom",441000000000,dan@lectri-call.co.uk,,,Gemma Lawless,
Neville Tucker Heating Ltd,distributor,HVAC — United Kingdom,53.76749,-0.3273,"Hull, United Kingdom",441000000000,,,,Gemma Lawless,
NEW (UK) Ltd,distributor,OTHER — United Kingdom,53.76749,-0.3273,"Hull, United Kingdom",441000000000,,,,Gemma Lawless,
Rexel Hull Stoneferry Park,distributor,ELECTRICAL — United Kingdom,53.76749,-0.3273,"Hull, United Kingdom",,,,,Gemma Lawless,
TR Ventilation,distributor,HVAC — United Kingdom,53.76749,-0.3273,"Hull, United Kingdom",441000000000,sales@trventilation.com,,Chris Tong,Gemma Lawless,
Ventair (UK) Limited,distributor,OTHER — United Kingdom,53.76749,-0.3273,"Hull, United Kingdom",441000000000,,,,Gemma Lawless,
Rexel - Leeds Latchmore Ind. Park,distributor,ELECTRICAL — United Kingdom,53.77994,-1.5753,"Latchmore Road, United Kingdom",,,,,Contact,
Rexel Senate Ltd - Leeds,distributor,ELECTRICAL — United Kingdom,53.77994,-1.5753,"Latchmore Road, United Kingdom",,,,,Contact,
AB Electrical Wholesalers Ltd Selby,distributor,ELECTRICAL — United Kingdom,53.78352,-1.06719,"Selby, United Kingdom",442000000000,,,,Gemma Lawless,
Quest Electrical,distributor,ELECTRICAL — United Kingdom,53.78929,-2.2405,"Burnley, United Kingdom",441000000000,,,,Josh Wade,
Rexel - Burnley,distributor,ELECTRICAL — United Kingdom,53.78929,-2.2405,"Burnley, United Kingdom",,,,,Josh Wade,
052 Edmundson Electrical Bradford,distributor,ELECTRICAL — Bradford — United Kingdom,53.78996,-1.74786,"Easthampstead Road, BD4 7AY, United Kingdom",01274 725715,mike.beresford@eel.co.uk,,MIKE BERESFORD,Josh Wade,J.Wade@zip-clip.com
G&H Group,distributor,OTHER — United Kingdom,53.79577,-1.67611,"Pudsey, United Kingdom",441000000000,,,,Contact,
PapaKata Ltd,distributor,OTHER — United Kingdom,53.79699,-1.2496,"Sherburn In Elmet, United Kingdom",442000000000,,,,Contact,
Armaflo Ltd,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",441000000000,kelvin@armaflo.com,,Kelvin Harmer,Josh Wade,
Beijer Ref UK & Ireland,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",441000000000,sd@beijerref.co.uk,,Sam Dickens,Josh Wade,
Brentwood Group,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",441000000000,louise.richardson@brentwoodgroup.co.uk,,Louise Richardson,Josh Wade,
CEF,distributor,OTHER,53.80076,-1.54908,Leeds,,,,,Contact,
Eyre & Elliston Ltd - Leeds,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",441000000000,,,,Josh Wade,
G&H,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",443000000000,,,,Josh Wade,
Kier Leeds Office,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",,,,,Josh Wade,
Omega Signs Ltd,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",441000000000,,,,Josh Wade,
Real Affinity Agency,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",442000000000,,,,Josh Wade,
The Widd Group Limited,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",441000000000,,,,Josh Wade,
WT Products Ltd,distributor,OTHER — United Kingdom,53.80076,-1.54908,"Leeds, United Kingdom",441000000000,,,,Josh Wade,
Blackpool Electrical Traders Ltd,distributor,ELECTRICAL — United Kingdom,53.81674,-3.03705,"Blackpool, United Kingdom",441000000000,,,,Josh Wade,
Yorkshire Fixing Solutions Limited,distributor,FIXINGS — United Kingdom,53.90583,-1.69179,"Otley, United Kingdom",442000000000,,,,Josh Wade,
Selby Bolt & Nut (York) Limited,distributor,FIXINGS — United Kingdom,53.92058,-0.93937,"Elvington, United Kingdom",1904608884,,,,Contact,
Event Prop Hire Ltd,distributor,OTHER — United Kingdom,53.92706,-1.38482,"Wetherby, United Kingdom",441000000000,,,,Contact,
Triton Project Solutions,distributor,OTHER — United Kingdom,53.92706,-1.38482,"Wetherby, United Kingdom",442000000000,fleur@triton-projects.com,,Fleur Leggett,Contact,
Driffield Electrical Supplies Ltd,distributor,ELECTRICAL — United Kingdom,53.95536,-0.44282,"Cranswick, United Kingdom",441000000000,,,,Contact,
A.B. Electrical Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,53.96142,-1.07391,"York, United Kingdom",442000000000,,,,Gemma Lawless,
AB Electrical Wholesalers Ltd York,distributor,ELECTRICAL — United Kingdom,53.96142,-1.07391,"York, United Kingdom",442000000000,,,,Gemma Lawless,
First Fix Industrial Supplies Ltd,distributor,OTHER — United Kingdom,53.96142,-1.07391,"York, United Kingdom",442000000000,,,,Gemma Lawless,
SES ( Shepherds ) Engineering Services York Regional Office,distributor,OTHER — United Kingdom,53.96142,-1.07391,"York, United Kingdom",442000000000,,,,Gemma Lawless,
Rexel - York,distributor,ELECTRICAL — United Kingdom,53.9631,-1.07071,"Layerthorpe, United Kingdom",,,,,Contact,
A C Electrical Supplies,distributor,ELECTRICAL — United Kingdom,53.96901,-2.62769,"Lancs, United Kingdom",448000000000,andy@acelectricalsupplies.co.uk,,Andy Croasdale,Contact,
Meredith Electrical Distributors Ltd,distributor,ELECTRICAL — United Kingdom,53.96901,-2.62769,"Lancashire, United Kingdom",1613032525,,,,Contact,
Chris Bowker Ltd,distributor,OTHER — United Kingdom,54.07417,-2.86497,"Morecambe, United Kingdom",01524 36353,,,,Josh Wade,
DST Group Ltd,distributor,OTHER — United Kingdom,54.07417,-2.86497,"Morecambe, United Kingdom",442000000000,,,,Josh Wade,
King and Moffatt,distributor,OTHER — United Kingdom,54.12469,-8.00201,"Co Leitrim, United Kingdom",354000000000,,,,Contact,
Wolseley UK Ltd,distributor,OTHER — United Kingdom,54.13614,-1.52378,"Ripon, United Kingdom",442000000000,ben.williams@wolseley.co.uk,,Ben Williams,Josh Wade,
Eyre & Elliston Ltd - Malton,distributor,OTHER — United Kingdom,54.13657,-0.798,"Malton, United Kingdom",442000000000,,,,Gemma Lawless,
056 Edmundson Electrical Douglas,distributor,ELECTRICAL — Douglas — United Kingdom,54.14748,-4.50287,"Unit 1 Middle River Industrial Estate, Pulrose Road, Douglas, IM2 1AL, United Kingdom",01624 673457,alastair.bayley@eel.co.uk,,ALASTAIR BAYLEY,Toby House,T.House@zip-clip.com
Kirkbymoorside Town Council,distributor,OTHER — United Kingdom,54.26957,-0.93125,"Kirkbymoorside, United Kingdom",442000000000,,,,Gemma Lawless,
Sign Engineering Technology LTD,distributor,OTHER — United Kingdom,54.28311,-0.39975,"Scarborough, United Kingdom",442000000000,,,,Gemma Lawless,
The Electrical Network (Scarborough) Ltd,distributor,ELECTRICAL — United Kingdom,54.28311,-0.39975,"Scarborough, United Kingdom",442000000000,,,,Gemma Lawless,
047 Edmundson Electrical Scarborough,distributor,ELECTRICAL — Scarborough — United Kingdom,54.28439,-0.4086,"Scarborough, YO12 7SH, United Kingdom",01723 360301,rob.cook@eel.co.uk,,ROB COOK,Gemma Lawless,G.Lawless@zip-clip.com
Wallsall Electrical Portdown - 372,distributor,ELECTRICAL — United Kingdom,54.42033,-6.45484,"Portadown, United Kingdom",443000000000,,,,Ben Stones,
C.G. Fixings Ltd,distributor,FIXINGS — United Kingdom,54.52207,-1.52331,"Yarm Road, United Kingdom",441000000000,,,,Contact,
AB Electrical Wholesalers Ltd Middlesborough,distributor,ELECTRICAL — United Kingdom,54.57423,-1.23496,"Middlesborough, United Kingdom",442000000000,,,,Gemma Lawless,
Go Interiors Ltd - Middlesbrough,distributor,OTHER — United Kingdom,54.57423,-1.23496,"Middlesbrough, United Kingdom",442000000000,,,,Gemma Lawless,
Tinman Supplies Ltd,distributor,OTHER — United Kingdom,54.57423,-1.23496,"Middlesbrough, United Kingdom",442000000000,,,,Gemma Lawless,
045 Edmundson Electrical Middlesbrough,distributor,ELECTRICAL — Middlesbrough — United Kingdom,54.57486,-1.24982,"15 Cannon Park Way, Cannon Park Industrial Estate, Merthyr Tydfil, TS1 5DZ, United Kingdom",01642 241881,rhys.kilbride@eel.co.uk,,RHYS KILBRIDE,Chris Appleton,C.Appleton@zip-clip.com
H Ritchie & Sons,distributor,OTHER — United Kingdom,54.59728,-5.93012,"Belfast, United Kingdom",443000000000,,,,Ben Stones,
MacLean International Group Limited Billingham,distributor,OTHER — United Kingdom,54.61254,-1.29096,"Billingham, United Kingdom",448000000000,,,,Gemma Lawless,
Whitehouse Engineering Co Ltd,distributor,OTHER — United Kingdom,54.67924,-5.95911,"Newtonabbey, United Kingdom",443000000000,info@whitehouse-eng.com,,,Ben Stones,
Certex Lietuva UAB,distributor,OTHER — Lithuania,54.68716,25.27965,"Vilnius, Lithuania",370 67 92 79 76,,,,Contact,
Eyre & Elliston Ltd - Carlisle,distributor,OTHER — United Kingdom,54.89247,-2.93293,"Carlisle, United Kingdom",441000000000,,,,Josh Wade,
CMC North East Ltd,distributor,OTHER — United Kingdom,54.95268,-1.60341,"Gateshead, United Kingdom",442000000000,,,,Gemma Lawless,
CMS,distributor,OTHER — United Kingdom,54.95268,-1.60341,"Gateshead, United Kingdom",448000000000,,,,Gemma Lawless,
CP Electrical Wholesale Gateshead,distributor,ELECTRICAL — United Kingdom,54.95268,-1.60341,"Gateshead, United Kingdom",442000000000,grahamclint@cpelec.co.uk,,Sheila Brown,Gemma Lawless,
CP Lighting & Interiors,distributor,ELECTRICAL — United Kingdom,54.95268,-1.60341,"Gateshead, United Kingdom",442000000000,,,,Gemma Lawless,
Power Wholesale Limited - Nottingham,distributor,ELECTRICAL — United Kingdom,54.95268,-1.60341,"Gateshead, United Kingdom",441000000000,dean.fairrie@powerwholesale.co.uk,,Dean Fairrie,Gemma Lawless,
R Dinning Limited Gateshead,distributor,OTHER — United Kingdom,54.95268,-1.60341,"Gateshead, United Kingdom",442000000000,neil@rdinning.co.uk,,Neil Hebson,Gemma Lawless,
SIG Fixings Newcastle,distributor,FIXINGS — United Kingdom,54.95268,-1.60341,"Gateshead, United Kingdom",442000000000,,,,Gemma Lawless,
BBC Electrical Wholesalers Ltd,distributor,ELECTRICAL — United Kingdom,54.96122,-1.7182,"Blaydon-on-Tyne, United Kingdom",442000000000,ian@bbcelectrical.co.uk,,"Ian Lyall,",Gemma Lawless,
Boyd & Co (Metal Workers) Ltd,distributor,FIXINGS — United Kingdom,54.96122,-1.7182,"Blaydon, United Kingdom",442000000000,,,,Gemma Lawless,
Commercial & Industrial Interiors Ltd,distributor,OTHER — United Kingdom,54.9622,-1.84723,"Prudoe, United Kingdom",442000000000,,,,Contact,
Rexel - Heaton,distributor,ELECTRICAL — United Kingdom,54.98535,-1.58153,"Heaton, United Kingdom",,,,,Gemma Lawless,
Tyne Tees Fasteners,distributor,FIXINGS — United Kingdom,55.01076,-1.44914,"North Shields, United Kingdom",442000000000,,,,Gemma Lawless,
Danfoss,distributor,OTHER — Denmark,55.05572,9.75101,"Nordborg, Denmark",443000000000,mtbh@danfoss.com,,Maiken Hansen,Contact,
Wallsall Electrical Coleraine - 379,distributor,ELECTRICAL — United Kingdom,55.13258,-6.66461,"Coleraine, United Kingdom",028 03 56226,,,,Ben Stones,
Eyre & Elliston Ltd - Morpeth,distributor,OTHER — United Kingdom,55.16875,-1.68749,"Morpeth, United Kingdom",442000000000,,,,Gemma Lawless,
Fyns Kran,distributor,OTHER — Denmark,55.40376,10.40237,"Odense, Denmark",4570152015,,,,Contact,
Scanmarc,distributor,OTHER — Denmark,55.47647,8.45941,"Esbjerg Denmark, Denmark",4546730100,,,,Contact,
Lucas & Steen Ventilation Engineers Ltd,distributor,HVAC — United Kingdom,55.64389,-4.81182,"Ardrossan, United Kingdom",441000000000,,,,Contact,
Tri-Fix Industrial Fasteners Ltd,distributor,FIXINGS — United Kingdom,55.77354,-3.91935,"Wishaw, United Kingdom",442000000000,,,,Ben Stones,
540 Edmundson Electrical (Bellshill),distributor,ELECTRICAL — United Kingdom,55.81676,-4.02654,"Bellshill, United Kingdom",442000000000,,,,Ben Stones,
CMC Climate,distributor,HVAC — United Kingdom,55.81676,-4.02654,"Bellshill, United Kingdom",,,,,Ben Stones,
Holland House Electrical Supplies,distributor,ELECTRICAL — United Kingdom,55.86167,-4.25833,"Glasgow, United Kingdom",441000000000,,,,Ben Stones,
Kier Glasgow Office,distributor,OTHER — United Kingdom,55.86167,-4.25833,"Glasgow, United Kingdom",,,,,Ben Stones,
Rexel - Glasgow Devon Place,distributor,ELECTRICAL — United Kingdom,55.86167,-4.25833,"Glasgow, United Kingdom",,,,,Ben Stones,
Think Lighting Ltd,distributor,ELECTRICAL — United Kingdom,55.86167,-4.25833,"Glasgow, United Kingdom",441000000000,mozz@thinklighting.co.uk,,Maureen McKerrall,Ben Stones,
Urban Electrical Limited,distributor,ELECTRICAL — United Kingdom,55.86167,-4.25833,"Glasgow, United Kingdom",441000000000,dan@lectri-call.co.uk,,,Ben Stones,
Wired Electrical Limited,distributor,ELECTRICAL — United Kingdom,55.86167,-4.25833,"Glasgow, United Kingdom",441000000000,dan@lectri-call.co.uk,,,Ben Stones,
JGM,distributor,OTHER — United Kingdom,55.87641,-3.14935,"Loanhead, United Kingdom",,,,,Ben Stones,
Mechanical & Electrical Fixings Ltd,distributor,ELECTRICAL — United Kingdom,55.87641,-3.14935,"Loanhead, United Kingdom",441000000000,,,,Ben Stones,
Deans Group Ltd,distributor,OTHER — United Kingdom,55.9001,-4.40477,"Clydebank, United Kingdom",441000000000,,,,Contact,
Baillie Signs,distributor,OTHER — United Kingdom,55.95325,-3.18827,"Edinburgh, United Kingdom",441000000000,,,,Ben Stones,
Narro,distributor,OTHER — United Kingdom,55.95325,-3.18827,"Edinburgh, United Kingdom",,,,,Ben Stones,
Epecon AB,distributor,OTHER — Sweden,56.04647,12.69451,"Helsingborg, Sweden",4642250140,mattias.lindstrom@epecon.se,,MATTIAS LINDSTRÖM,Contact,
Osprey Tool & Fixings,distributor,FIXINGS — United Kingdom,56.12105,-3.16644,"Kirkcaldy, United Kingdom",442000000000,,,,Ben Stones,
Ductform Ventilation (UK) Ltd,distributor,HVAC — United Kingdom,56.20084,-3.15986,"Glenrothes, United Kingdom",442000000000,,,,Ben Stones,
Certex,distributor,OTHER — Denmark,56.26392,9.50178,"Denmark, Denmark",,aleksandr.sabanovic@certex.lt,,Aleksandr Šabanovič,Contact,
Lindab,distributor,OTHER — Sweden,56.39231,12.7826,"Grevie, Sweden",,sarah.downes@lindab.com,,Sarah Downes,Contact,
Rexel - Fort William,distributor,ELECTRICAL — United Kingdom,56.81982,-5.10522,"Fort William, United Kingdom",,,,,Contact,
ASPIROS / Air Duct Factory,distributor,HVAC — Latvia,56.87964,24.60319,"Latvia, Latvia",,dzc@aspiros.lv,,Dzintars Celms,Contact,
BALTIC PROJECT GROUP SIA,distributor,OTHER — Latvia,56.87964,24.60319,"Latvia, Latvia",37129236283,,,,Contact,
Certex Latvija,distributor,OTHER — Latvia,56.96769,24.10562,"Riga, Latvia, Latvia",37167609461,,,,Contact,
Medlock Electrical Distributors - Aberdeen,distributor,ELECTRICAL — United Kingdom,57.14989,-2.09375,"Aberdeen, United Kingdom",441000000000,,,,Ben Stones,
Rexel - Aberdeen,distributor,ELECTRICAL — United Kingdom,57.14989,-2.09375,"Aberdeen, United Kingdom",,,,,Ben Stones,
MRG Scotland,distributor,OTHER — United Kingdom,57.47777,-4.22472,"Iverness, United Kingdom",441000000000,,,,Ben Stones,
Rexel - Inverness,distributor,ELECTRICAL — United Kingdom,57.47777,-4.22472,"INVERNESS, United Kingdom",,,,,Ben Stones,
MacLean International Group Limited Dingwall,distributor,OTHER — United Kingdom,57.59535,-4.42841,"Dingwall, United Kingdom",01384 986 8000,,,,Ben Stones,
Ergofast,distributor,OTHER — Sweden,57.86975,11.97403,"Kungälv Sweden, Sweden",460000000000,johan.eriksson@ergofast.se,,Johan Eriksson,Contact,
Kinnan Norway,distributor,OTHER — Norway,58.15991,8.01821,"Kristiansand, Norway",4745248615,,,,Contact,
PROVENT,distributor,OTHER — Estonia,59.379,24.53878,"Huuru Estonia, Estonia",37251990063,kalev@provent.ee,,Kalev Palkov,Contact,
Kinnan AB,distributor,OTHER — Sweden,59.63569,17.07782,"Enköping Sweden, Sweden",46171479075,,,,Contact,
Ljus & Dekor AB,distributor,OTHER — Sweden,60.12816,18.6435,"Sweden, Sweden",,,,,Contact,
Inlook,distributor,OTHER — Finland,60.16986,24.93838,"Helsinki, Finland",358000000000,,,,Contact,
Itula,distributor,OTHER — Finland,61.26672,28.95594,"PUNTALA Finland, Finland",358000000000,mikko.iitia@itula.fi,,Mikko Iitia,Contact,
Fixmek,distributor,OTHER — Finland,61.92411,25.74815,"Finland, Finland",,toni@fixmek.fi,,Toni Rastas,Contact,
ISHUSID,distributor,OTHER — Iceland,64.11103,-21.90861,"Kopavogur Iceland, Iceland",3545666000,tomas@ishusid.is,,Tomas HAFLIDASON,Contact,
ABP Food Group,distributor,OTHER — Ireland,80.75039,-72.66519,"Ellesmere, Ireland",442000000000,,,,Contact,
Y.E.S.S.S. Ltd - Winchester,distributor,ELECTRICAL — United Kingdom,51.07209,-1.29751,"Unit C, Wykeham Industrial Estate, Hampshire, Moorside Rd, Winchester, SO23 7RX, United Kingdom",,,,,Josh Wade,
Y.E.S.S.S. Ltd - Yeovil,distributor,ELECTRICAL — United Kingdom,50.93532,-2.66374,"Units 1-2, Somerset, 5B Watercombe Ln, Yeovil, BA20 2SU, United Kingdom",,,,,Chris Appleton,
Y.E.S.S.S. Ltd - York,distributor,ELECTRICAL — United Kingdom,53.99116,-1.09307,"Unit 5 Seafire Cl, North Yorkshire, York, YO30 4UU, United Kingdom",,,,,Gemma Lawless,
Youngs Extract Supplies,distributor,OTHER — United Kingdom,51.56692,-0.23875,"Phoenix Park, Unit 4 Apsley Way, London, NW2 7LN, United Kingdom",442000000000,,,,Toby House,
